scientificname,scientificnameid,records,phylum,class,order,family,genus,annotation_type,annotation_aphiaid,datasets
Ilyanthus mesacmaea mitchellii,,1,,,,,,,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Ilyarachna bergendali,,1,,,,,,,,29c81640-3052-4ad0-b66d-14c21dc3270d
C.(Carangoides) compressa,,1,,,,,C.(Carangoides),,,0620ae56-5e20-412e-afd9-77acfa5a663a
Erosaria caputserpentis argella (Dautzenberg & Bouge),,1,Mollusca,"Gastropoda Cuvier, 1797","Littorinimorpha Golikov & Starobogatov, 1975","Cypraeidae Rafinesque, 1815","Erosaria Troschel, 1863",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Erosaria caputserpentis reticulum Gmelin, 1791",,1,Mollusca,"Gastropoda Cuvier, 1797","Littorinimorpha Golikov & Starobogatov, 1975","Cypraeidae Rafinesque, 1815","Erosaria Troschel, 1863",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
C.(Carangoides) Caranx,,1,,,,,C.(Carangoides),,,0620ae56-5e20-412e-afd9-77acfa5a663a
Caytonia,,1,,,,,Caytonia,,,6af80242-edfd-4dd2-b957-8e715789e479
Erosaria gutta,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Erosaria miliaris differens,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Ilyarchna,,1,,,,,,,,34370444-238d-4908-9ffb-73d98e2057b0
"Erosaria spurca acicularis (Gmelin, 1791)",,1,Mollusca,"Gastropoda Cuvier, 1797","Littorinimorpha Golikov & Starobogatov, 1975","Cypraeidae Rafinesque, 1815","Erosaria Troschel, 1863",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Erosaria spurca atlantica var. elongata Dautzenberg & Fischer, 1906",,1,Mollusca,"Gastropoda Cuvier, 1797","Littorinimorpha Golikov & Starobogatov, 1975","Cypraeidae Rafinesque, 1815","Erosaria Troschel, 1863",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Allactaga major decumana Lichtenstein, 1825",,1,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Dipodidae Fischer von Waldheim,"Allactaga Cuvier, 1836",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Cayratia japonica,,1,,,,,,,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
"Ilyocypris australiensis Sars, 1889",,1,Arthropoda,"Ostracoda Latreille, 1802","Podocopida Sars, 1866",Ilyocyprididae Kaufmann,"Ilyocypris Brady & Norman, 1889",,,0912e81c-c5ac-4a53-b719-a9ae6535f895
"Allactaga elater (Lichtenstein, 1828)",,1,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Dipodidae Fischer von Waldheim,"Allactaga Cuvier, 1836",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Cavolinia tridentata ocideale,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
"Erpornis zantholeuca  Blyth, 1844",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Timaliidae,"Erpornis  Hogson, 1844",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Cavolinia globulus,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Errina labiata,,1,,,,,,,,b1f8bc4c-5427-40c8-8728-aad4d463b944
Erronea erronea bimaculata,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Cavolinea longirostris var angulata,,1,,,,,,,,9b161b02-0f21-44e7-ac73-0ad7d4c95172
Erronea felina,,1,Mollusca,,Hypsogastropoda,Cypraeidae,Erronea,,,0e4e4700-5e70-48b1-b100-d6b05888dfa9
Cavolinea acicula,,1,,,,,,,,9b161b02-0f21-44e7-ac73-0ad7d4c95172
"Erronea goodalli (Sowerby, 1832)",,1,Mollusca,"Gastropoda Cuvier, 1797","Littorinimorpha Golikov & Starobogatov, 1975","Cypraeidae Rafinesque, 1815","Erronea Troschel, 1863",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Erronea saulae siasiensis Cate, 1960",,1,Mollusca,"Gastropoda Cuvier, 1797","Littorinimorpha Golikov & Starobogatov, 1975","Cypraeidae Rafinesque, 1815","Erronea Troschel, 1863",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Alima alba,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Erycinacea,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
Erymnia angusta,,1,,,,,Erymnia,,,71748d53-57e9-4e30-9678-ede83ca6c7ba
Cavolina unicanta,,1,,,,,,,,56e55f76-6dda-403d-805b-f8922fa1766d
Eryoneicus atlanticus,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Eryoneicus spinoculatus,,1,,,,,,,,4f46f9d8-dc63-4546-9dd5-075df3d25e4a
Cavolina uncinata roperi,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Aliceia acarigmadica,,1,,,,,,,,a571f246-eaa0-42ba-ab57-28b1b8cf3331
ERYTHROCEBUS,,1,,,,,,,,8acba7e7-2e50-4490-8328-b78a30472508
"Lejeania subnivellina Bourguignat,",,1,Mollusca,"Gastropoda Cuvier, 1797",Stylommatophora,"Hygromiidae Tryon, 1866","Lejeania Ancey, 1887",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Cavolina umcata,,1,,,,,,,,56e55f76-6dda-403d-805b-f8922fa1766d
Cavolina tricuspidata,,1,,,,,,,,3d8430ee-0281-4271-8449-67394407bc23
Cavolina plobulosa,,1,,,,,,,,56e55f76-6dda-403d-805b-f8922fa1766d
Cavolina longirostris,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
"Erythrolamprus aesculapii (Linnaeus, 1766)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Colubridae Oppel,"Erythrolamprus Boie, 1826",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Erythromma najas,,1,,,,,,,,43d19bf8-4d49-413b-bedb-4fa4547714fa
Cavolina longirostas,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Erythroxylum suberosum,,1,,,,,,,,dfba2240-b672-4759-9171-d269bba44a70
Ilyrachna spicata,,1,,,,,,,,d2121da0-aa03-49bc-a9ea-f6c2c02c837a
"Erythrura cyaneovirens serena (Sclater, PL, 1881)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,"Erythrura Swainson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Algyroides fitzingeri (Wiegmann, 1834)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Lacertidae,"Algyroides Bibron & Bory de Saint-Vincent, 1833",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Cavolina gibrosa,,1,,,,,,,,56e55f76-6dda-403d-805b-f8922fa1766d
"Erythrura trichroa (Kittlitz, 1833)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,"Erythrura Swainson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Cavilucina appendiculata (Locard, 1897)",,1,Mollusca,"Bivalvia Linnaeus, 1758","Lucinoida Gray, 1854","Lucinidae Fleming, 1828","Cavilucina Fischer, 1887",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Eryx jaculus jaculus (Linnaeus, 1758)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Boidae Gray,"Eryx Daudin, 1803",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
"Eryx johnii johni (Russell, 1801)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Boidae Gray,"Eryx Daudin, 1803",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
"Eryx johnii (Russel, 1801)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Boidae Gray,"Eryx Daudin, 1803",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Cautor superba,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
Esacus neglectus,,1,,,,BURHINIDAE,,,,20ed089b-f985-4a2b-9507-7f14945d5c1c
Eschara cervicornis Pallas ?,,1,Bryozoa,"Gymnolaemata Allman, 1856","Cheilostomatida Busk, 1852","Flustridae Fleming, 1828","Eschara Linnaeus, 1758",,,c3687703-997c-410c-8b69-60b848ce924f
"Causus lineatus Laurent, 1955",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Viperidae Oppel,"Causus Wagler, 1830",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Escharella palmata,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Caulopsetta scaphus,,1,,,,,,,,9f1a9d1c-833e-4fbc-9ecf-1918c7a8b699
"Caulopsetta scapha (unverified) [Soviet Fishery Data, 1998]",,1,,,,,Caulopsetta,,,97d434fe-2a1b-47ab-8b76-7789685bf116
Caulolepidae sp.,,1,,,,,,,,fa9bc19f-f98a-4278-ab99-c6d8ef4966c7
Escharella Type A,,1,,,,,,,,a9a3bdc6-209f-4c66-aafd-ce5271cb63b3
Escharina isabelliana d'Orbigny ?,,1,Bryozoa,"Gymnolaemata Allman, 1856","Cheilostomatida Busk, 1852","Escharinidae Tilbrook, 2006","Escharina Milne Edwards, 1836",,,c3687703-997c-410c-8b69-60b848ce924f
Escharina longispinata,,1,,,,,,,,b1f8bc4c-5427-40c8-8728-aad4d463b944
Escharina variabilis,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Caulleriella bioculatus,,1,Annelida,Polychaeta,null,Cirratulidae,Caulleriella,,,aaf1a74e-d12a-42da-8203-bdd1fe3bd42b
Escharoides barica,,1,Bryozoa,Gymnolaemata,Cheilostomatida,Microporidae,Escharoides,,,97bdf279-6f78-4ed7-ad9d-27a5886f8ff2
Imapenaeus constrictus,,1,,,,,,,,f7777a70-e23c-436a-a0cb-9200bf87e194
Escharoides rosacea,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Esgia jumior,,1,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Acanthephyra haeckeli,,1,,,,,,,,82e3523b-d12b-4403-8276-a7b4ee69c49e
Caulerpa taxifolia tristichophylla,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Caulerpa serrulata var. serrulata f. lata,,1,,,Caulerpales,,Caulerpa,,,2e0f8766-9a75-4422-9ba4-7f65acfbeb51
Caulerpa scalpelliformis var. scalpelliformis,,1,,,,,,,,496f8c69-942b-4ee0-9e1b-b2a1b1f272e4
Esperiopsis pulchetta,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Algoriphagus antarcticus,,1,Bacteroidetes,Sphingobacteria,,,Algoriphagus,,,1354df98-e4a9-4597-910c-85ac27052ae7
Caulerpa paspaloides laxa,,1,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,,,98ac8997-ba0b-4bfa-ab8e-8b8f56145689
Alexandrium protogonyaulax,,1,Myzozoa,Peridinea,Gonyaulacales,Goniodomataceae,Alexandrium,,,e64fd081-4b4f-4883-bdfb-10f829816c36
"Estrilda astrild nigriloris (Chapin, 1928)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,Estrilda Swainson,,,e9acab50-8203-4c1e-b2e7-cbb850670808
Caulerpa laetevirens f. laetevirens,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Caulerpa imbricata mixta,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
"Estrilda astrild rubriventris (Vieillot, 1823)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,Estrilda Swainson,,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Estrilda astrild schoutedeni Wolters, 1962",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,Estrilda Swainson,,,e9acab50-8203-4c1e-b2e7-cbb850670808
Caulerpa imbricata minor,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
"Estrilda atricapilla marugensis Prigogine, 1975",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,Estrilda Swainson,,,e9acab50-8203-4c1e-b2e7-cbb850670808
Alexandrella,,1,,,,,,,,f0153b4d-22d6-4368-b89f-ea7c8aa56e67
"Estrilda erythronotos delamerei  Sharpe, 1900",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,Estrilda Swainson,,,e9acab50-8203-4c1e-b2e7-cbb850670808
Caulerpa filicoides andamanensis,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Caulerpa fastigiata minor,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Impagidinium aspinatum,,1,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Caulerpa fasciculari,,1,,,,,,,,fd7f72a1-32a2-444e-a245-a12b5672da51
Caulerpa cupressoides f. elegans,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Caulerpa clavifera f.semifalcata,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Caudita variegata,,1,,,,,,,,49f74e10-b23b-4aca-a0f2-62b4f1109dd3
"Caucasica somchetica (Pfeiffer, 1846)",,1,Mollusca,"Gastropoda Cuvier, 1797",Stylommatophora,"Clausiliidae Draparnaud, 1805","Caucasica Boettger, 1877",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Catostomus japonicus,,1,,,,Catostomidae,Catostomus,,,5db2ffe4-8764-4647-9271-467192832793
"Catoptrophorus semipalmatus semipalmatus (Gmelin, 1789)",,1,"Chordata Bateson, 1885",Aves,Charadriiformes,Scolopacidae,"Catoptrophorus Bonaparte, 1827",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Estrilda rhodopyga rhodopyga  Sundevall, 1850",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,Estrilda Swainson,,,e9acab50-8203-4c1e-b2e7-cbb850670808
Catops spp.,,1,,,,,,,,cdcddae2-a8e0-4c86-9e8d-f85134876937
E. tabula,,1,,,,,,,,49f74e10-b23b-4aca-a0f2-62b4f1109dd3
"Catherpes mexicanus (Swainson, 1829)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Troglodytidae,"Catherpes Baird, 1858",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Catharus ustulatus ustulatus (Nuttall, 1840)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,"Turdidae Rafinesque, 1815","Catharus Bonaparte, 1850",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Catharus frantzii Cabanis, 1861",,1,"Chordata Bateson, 1885",Aves,Passeriformes,"Turdidae Rafinesque, 1815","Catharus Bonaparte, 1850",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Cathartes aura jota (Molina, 1782)",,1,"Chordata Bateson, 1885",Aves,Falconiformes,Cathartidae,"Cathartes Illiger, 1811",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Catharacta lonnbergi lonnbergi,,1,Chordata,Aves,Charadriiformes,Stercorariidae,Catharacta,,,6495ab12-003e-4b62-a13a-45c9ab5e3811
"Catharacta antarctica hamiltoni (Hagen, 1952)",,1,"Chordata Bateson, 1885",Aves,Charadriiformes,Stercorariidae,"Catharacta Brünnich, 1764",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Cataulus gregarius Nevill,,1,Mollusca,"Gastropoda Cuvier, 1797","Mesogastropoda Thiele, 1925","Pupinidae L. Pfeiffer, 1853","Cataulus Pfeiffer, 1851",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Aleuterius trossulnus,,1,,,,Monacanthidae,Aleuterius,,,5db2ffe4-8764-4647-9271-467192832793
Eteonides hesionura laubieri,,1,,,,,,,,e971710e-054e-43f2-b23c-c149d6c76cb4
"Ethalia callosus montrouzieri Souverbie, 1860",,1,Mollusca,"Gastropoda Cuvier, 1797","Archaeogastropoda Thiele, 1925","Trochidae Rafinesque, 1815","Ethalia Adams A. & Adams H., 1854",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Ethalia montrouzieri,,1,,,,,,,,e971710e-054e-43f2-b23c-c149d6c76cb4
Cataulus decora Benson,,1,Mollusca,"Gastropoda Cuvier, 1797","Mesogastropoda Thiele, 1925","Pupinidae L. Pfeiffer, 1853","Cataulus Pfeiffer, 1851",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Cataulus blanfordianus Dohrn,,1,Mollusca,"Gastropoda Cuvier, 1797","Mesogastropoda Thiele, 1925","Pupinidae L. Pfeiffer, 1853","Cataulus Pfeiffer, 1851",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Etheostoma nigrum nigrum,,1,,,,,,,,c24bf1c2-2c62-4056-a841-56d94e6e876a
Impagidinium celineae,,1,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Impagidinium cristatum,,1,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Catapsydrax martini scandretti,,1,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Catapsydrax martini martini,,1,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Catapsydrax gortanii gortanii,,1,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Catapsydrax boweni,,1,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Ethminolia tonga sp. n.,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
Catantopidae,,1,Arthropoda,Insecta,Orthoptera,Catantopidae,,,,e99a0e34-b015-4047-a44f-66c40cbaff03
Alestes jacksoni,,1,,,,,,,,9f1a9d1c-833e-4fbc-9ecf-1918c7a8b699
Ethusa descicens,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Ethusa latifrons,,1,Arthropoda,Crustacea,Decapoda,Dorippidae,Ethusa,,,97bdf279-6f78-4ed7-ad9d-27a5886f8ff2
"Castor canadensis Kuhl, 1820",,1,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Castoridae Hemprich,"Castor Linnaeus, 1758",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Ethusina limicola,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Castlenaus Wrasse,,1,,,,,,,,65a0186a-57d4-46b5-a7bc-4614bc6c36f4
Castanidium moseleyi,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Etmopterus natalense,,1,,,,,,,,9ff216fc-777e-4f9b-9860-95ed7366870d
Etmopterus saldanhae,,1,,,,,,,,8a1ae661-e911-4967-bc06-1168fc5f2d89
Castanea crenata,,1,,,,,,,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Castalina pectinata,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Impagidinium minor,,1,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Castalina ambigua,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Euaugaptilus darwini,,1,,,,,,,,a4257cff-3c2c-4a60-ab29-91f65545bb08
Eubellum stanleyanum,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Eubellum tenebrarum,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
"Eublepharis macularius (Blyth, 1854)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Gekkonidae,"Eublepharis Gray, 1827",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Castagnea zosterae,,1,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Castagnea,,,4c76caff-942a-4ced-832b-f7670052ed66
Cassytha filiformis,urn:lsid:itis.gov:itis_tsn:18173,1,Tracheophyta,Equisetopsida,Laurales,Lauraceae,Cassytha,,,04e3fd32-b08b-4806-a016-d2dff52ae55a
Cassis turgida var. pyrum Lamarck,,1,Mollusca,"Gastropoda Cuvier, 1797","Neotaenioglossa Haller, 1882","Cassidae Swainson, 1832","Cassis Scopoli, 1771",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Eubucco richardsoni aurantiicollis Sclater, 1858",,1,"Chordata Bateson, 1885",Aves,Piciformes,Capitonidae,"Eubucco Bonaparte, 1850",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Cassis testiculus var. crumena Bruguière,,1,Mollusca,"Gastropoda Cuvier, 1797","Neotaenioglossa Haller, 1882","Cassidae Swainson, 1832","Cassis Scopoli, 1771",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Cassis inflata (Shaw, 1811)",,1,Mollusca,"Gastropoda Cuvier, 1797","Neotaenioglossa Haller, 1882","Cassidae Swainson, 1832","Cassis Scopoli, 1771",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Eucalanus rimana,,1,,,,,,,,a4257cff-3c2c-4a60-ab29-91f65545bb08
"Cassis flamesus Linnaeus, 1758",,1,Mollusca,"Gastropoda Cuvier, 1797","Neotaenioglossa Haller, 1882","Cassidae Swainson, 1832","Cassis Scopoli, 1771",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Alectroenas sganzini sganzini (Bonaparte, 1854)",,1,"Chordata Bateson, 1885",Aves,Columbiformes,Columbidae,"Alectroenas Gray, 1840",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Cassipourea guianensis,,1,,,,,,,,dfba2240-b672-4759-9171-d269bba44a70
Cassidulinoides cornutus,,1,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Eucheliota sp.,,1,,,,,,,,f7777a70-e23c-436a-a0cb-9200bf87e194
Cassidulina sp.,http://gni.globalnames.org/?search_term=id:10169777,1,Protozoa,Granuloreticulosea,Foraminiferida,Cassidulinidae,Cassidulina,,,58a383eb-59c1-4023-b5f1-251bf89512c0
Cassidulina loeblichi,,1,,,,,,,,5c389fdc-2764-469d-af92-a14bfb6de4f9
Cassidium fragilis,,1,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Euchelus danieli Crosse,,1,Mollusca,"Gastropoda Cuvier, 1797","Archaeogastropoda Thiele, 1925","Trochidae Rafinesque, 1815","Euchelus Philippi, 1847",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Euchelus/danilia ringes,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
Cassidinidea lila,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Euchelus ?ringes,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
Cassidina lunifrons,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Euchelus tricingulatus,,1,,,,,,,,1820a42f-39b2-45e5-a935-6edcb6891eec
Alectrion vanciferus,,1,,,,,,,,73b8993b-0afd-49c0-8321-7cbbc112801d
Alectrion succitus,,1,,,,,,,,73b8993b-0afd-49c0-8321-7cbbc112801d
Euchirell magnus,,1,,,,,,,,a4257cff-3c2c-4a60-ab29-91f65545bb08
Cassididae sp,,1,,,,,,,,9b161b02-0f21-44e7-ac73-0ad7d4c95172
Cassidelina nodosa,,1,,,,,,,,008d2fad-c175-4c3e-87df-a6f1d0ff5154
Impagidinium waipawaensis,,1,,,,,,,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Alectrion succinctum,,1,,,,,,,,81621597-dfd5-4657-b660-ba0f7924a8e3
Caspiocuma pallas Derzhavin,,1,Arthropoda,"Malacostraca Latreille, 1802","Cumacea Kroeyer, 1846","Pseudocumatidae Sars, 1878","Caspiocuma Sars, 1900",,,0912e81c-c5ac-4a53-b719-a9ae6535f895
"Caspiocuma dimorpha Derzhavin, 1912",,1,Arthropoda,"Malacostraca Latreille, 1802","Cumacea Kroeyer, 1846","Pseudocumatidae Sars, 1878","Caspiocuma Sars, 1900",,,0912e81c-c5ac-4a53-b719-a9ae6535f895
Eucirripathes sp.,,1,,,,,,,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Eucithara ?misera,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
"Casmaria ponderosa f. nodulosa (Gmelin, 1791)",,1,Mollusca,"Gastropoda Cuvier, 1797","Neotaenioglossa Haller, 1882","Cassidae Swainson, 1832","Casmaria Adams A. & Adams H.,1853",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Alectrion ravidus (a. adams),,1,,,,,,,,fa9bc19f-f98a-4278-ab99-c6d8ef4966c7
Euclymene quadrilobata,urn:lsid:itis.gov:itis_tsn:67600,1,,,,,,,,04e3fd32-b08b-4806-a016-d2dff52ae55a
Eucnemidae,,1,,,,,,,,e4234681-4822-4490-9113-bdac90911dca
Casmaria cornuta,,1,,,,,,,,bc2af4c9-d294-4a05-bcdb-1dc183e1cad5
"Casmaria cernica nipponensis (Abbott, 1968)",,1,Mollusca,"Gastropoda Cuvier, 1797","Neotaenioglossa Haller, 1882","Cassidae Swainson, 1832","Casmaria Adams A. & Adams H.,1853",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Euconulus fulvus alaskensis Pilsbry,,1,Mollusca,"Gastropoda Cuvier, 1797",Stylommatophora,"Helixarionidae Bourguignat, 1883","Euconulus Reinhardt, 1883",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Euconulus paramatensis Cox,,1,Mollusca,"Gastropoda Cuvier, 1797",Stylommatophora,"Helixarionidae Bourguignat, 1883","Euconulus Reinhardt, 1883",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Eucranta villosae notialis,,1,,,,,,,,4b1671ae-b01e-4754-adf7-e525dc6144a6
Eucrassaella natalensis,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
Eucrassatella angulata,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
Casella atromarginata pallida,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Eucrate crenata dentata,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Eucrate crenata var.dentata,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Eucrenonaspides oinotheke,,1,Arthropoda,Malacostraca,Anaspidacea,Psammaspididae,Eucrenonaspides,,,517ac935-af0f-4358-88fb-7093015182af
Alectrion ravida,,1,,,,,,,,73b8993b-0afd-49c0-8321-7cbbc112801d
Alectrion caelatus,,1,,,,,,,,73b8993b-0afd-49c0-8321-7cbbc112801d
"Alectoris graeca (Meisner, 1804)",,1,"Chordata Bateson, 1885",Aves,Galliformes,Phasianidae,"Alectoris Kaup, 1829",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Caryospora daceloe,,1,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Caryospora,,,4de38683-84d2-4ee5-b45c-582b31c51c18
Eucypris rostrata,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Caryophyllia smithi clavus,,1,,,,,,,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Caryophyllia ramea,,1,,,,,,,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
"Alectoris chukar (Gray, 1830)",,1,"Chordata Bateson, 1885",Aves,Galliformes,Phasianidae,"Alectoris Kaup, 1829",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Alcyonium sp,,1,,,,,,,,a9a3bdc6-209f-4c66-aafd-ce5271cb63b3
Eudactylopus opima,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
